precinct_id,srprec,county,city,classification_score,classification_category,competitive_score,competitive_category,dem_rep_margin,total_voters,prop_33_no_pct,dem_turnout_pct,rep_turnout_pct,classification_7cat
23783,0084063,Ventura,Simi Valley,36.0,Mainstream,98.0,Highly Competitive,1.98,718.0,59.83,40.23,42.21,Competitive/Swing
24354,0084014,Ventura,Simi Valley,36.0,Mainstream,86.0,Highly Competitive,14.29,492.0,52.33,35.45,49.74,Mainstream Rep
24361,0084013,Ventura,Simi Valley,36.0,Mainstream,95.0,Highly Competitive,5.05,662.0,60.35,44.44,39.39,Moderate Dem-Leaning
23840,0092007,Ventura,Thousand Oaks,36.0,Mainstream,94.0,Highly Competitive,5.6,717.0,71.43,38.68,44.27,Moderate Rep-Leaning
23794,0092025,Ventura,Thousand Oaks,36.0,Mainstream,98.0,Highly Competitive,2.39,632.0,72.53,35.82,38.21,Competitive/Swing
23903,0092060,Ventura,Thousand Oaks,36.0,Mainstream,92.0,Highly Competitive,7.69,356.0,68.7,43.44,35.75,Moderate Dem-Leaning
23905,0092062,Ventura,Thousand Oaks,36.0,Mainstream,98.0,Highly Competitive,1.58,840.0,66.33,39.47,41.05,Competitive/Swing
23885,0092052,Ventura,Thousand Oaks,37.0,Mainstream,97.0,Highly Competitive,3.43,461.0,58.58,45.06,41.63,Moderate Dem-Leaning
23803,0092021,Ventura,Thousand Oaks,37.0,Mainstream,98.0,Highly Competitive,2.1,895.0,68.26,38.81,40.92,Competitive/Swing
23922,0039021,Ventura,Moorpark,37.0,Mainstream,95.0,Highly Competitive,5.41,763.0,60.89,43.0,37.59,Moderate Dem-Leaning
23927,0092038,Ventura,Thousand Oaks,37.0,Mainstream,87.0,Highly Competitive,12.95,726.0,56.7,48.44,35.49,Mainstream Dem
24585,0092127,Ventura,Thousand Oaks,37.0,Mainstream,97.0,Highly Competitive,3.4,455.0,62.97,44.68,41.28,Moderate Dem-Leaning
24028,0092084,Ventura,Thousand Oaks,37.0,Mainstream,82.0,Highly Competitive,18.23,346.0,82.92,29.69,47.92,Mainstream Rep
23728,0084059,Ventura,Simi Valley,37.0,Mainstream,94.0,Highly Competitive,6.27,745.0,68.93,38.31,44.58,Moderate Rep-Leaning
24257,0084003,Ventura,Simi Valley,37.0,Mainstream,85.0,Highly Competitive,14.87,530.0,62.48,34.36,49.23,Mainstream Rep
23974,0039037,Ventura,Moorpark,37.0,Mainstream,98.0,Highly Competitive,2.0,710.0,69.22,38.29,40.29,Competitive/Swing
24740,0007026,Ventura,Camarillo,37.0,Mainstream,92.0,Highly Competitive,7.64,357.0,69.79,38.22,45.86,Moderate Rep-Leaning
23439,0084113,Ventura,Simi Valley,37.0,Mainstream,97.0,Highly Competitive,2.68,478.0,63.08,43.75,41.07,Moderate Dem-Leaning
23993,0092096,Ventura,Thousand Oaks,37.0,Mainstream,91.0,Highly Competitive,9.59,533.0,70.61,45.93,36.34,Moderate Dem-Leaning
24441,0090000,Ventura,Unincorporated,37.0,Mainstream,54.0,Competitive,46.67,60.0,66.67,16.67,63.33,MAGA Rep
24347,0084041,Ventura,Simi Valley,37.0,Mainstream,87.0,Highly Competitive,13.36,615.0,64.1,34.59,47.95,Mainstream Rep
23633,0092104,Ventura,Thousand Oaks,37.0,Mainstream,95.0,Highly Competitive,4.83,700.0,69.98,41.38,36.55,Moderate Dem-Leaning
24321,0084037,Ventura,Simi Valley,37.0,Mainstream,92.0,Highly Competitive,7.92,803.0,63.19,36.07,43.99,Moderate Rep-Leaning
24379,0084028,Ventura,Simi Valley,37.0,Mainstream,78.0,Highly Competitive,21.82,352.0,40.83,52.73,30.91,Progressive Dem
23700,0084085,Ventura,Simi Valley,37.0,Mainstream,93.0,Highly Competitive,6.87,757.0,61.12,36.72,43.58,Moderate Rep-Leaning
24509,0095009,Ventura,Unincorporated,37.0,Mainstream,99.0,Highly Competitive,1.06,695.0,67.1,41.69,42.74,Competitive/Swing
23473,0007052,Ventura,Camarillo,37.0,Mainstream,99.0,Highly Competitive,1.4,602.0,63.86,40.21,38.81,Moderate Dem-Leaning
24545,0092115,Ventura,Thousand Oaks,37.0,Mainstream,90.0,Highly Competitive,10.31,389.0,65.59,34.53,44.84,Mainstream Rep
23509,0084105,Ventura,Simi Valley,38.0,Mainstream,99.0,Highly Competitive,1.19,654.0,62.0,40.6,41.79,Competitive/Swing
23869,0092058,Ventura,Thousand Oaks,38.0,Mainstream,99.0,Highly Competitive,0.86,755.0,69.83,41.33,40.47,Moderate Dem-Leaning
24593,0092120,Ventura,Thousand Oaks,38.0,Mainstream,81.0,Highly Competitive,19.55,596.0,52.59,48.5,28.95,Progressive Dem
23670,0084070,Ventura,Simi Valley,38.0,Mainstream,83.0,Highly Competitive,17.45,655.0,63.21,33.22,50.67,Mainstream Rep
23676,0006910,Ventura,Camarillo,38.0,Mainstream,84.0,Highly Competitive,16.67,703.0,65.56,51.05,34.39,Progressive Dem
23666,0084071,Ventura,Simi Valley,38.0,Mainstream,99.0,Highly Competitive,1.16,197.0,59.66,39.15,40.31,Competitive/Swing
23722,0006921,Ventura,Camarillo,38.0,Mainstream,78.0,Highly Competitive,22.46,731.0,78.87,30.45,52.92,Mainstream Rep
23971,0092046,Ventura,Thousand Oaks,38.0,Mainstream,91.0,Highly Competitive,9.17,368.0,61.81,45.41,36.24,Moderate Dem-Leaning
24638,0081006,Ventura,Unincorporated,38.0,Mainstream,77.0,Highly Competitive,23.53,29.0,65.38,58.82,35.29,Progressive Dem
24054,0014202,Ventura,Unincorporated,38.0,Mainstream,96.0,Highly Competitive,3.92,374.0,69.6,42.16,46.08,Competitive/Swing
23868,0092055,Ventura,Thousand Oaks,38.0,Mainstream,97.0,Highly Competitive,2.76,605.0,67.61,44.17,41.41,Moderate Dem-Leaning
24018,0092088,Ventura,Thousand Oaks,38.0,Mainstream,98.0,Highly Competitive,2.49,935.0,69.02,42.53,40.04,Moderate Dem-Leaning
24021,0092081,Ventura,Thousand Oaks,38.0,Mainstream,85.0,Highly Competitive,14.91,586.0,68.37,46.89,31.99,Mainstream Dem
23702,0084088,Ventura,Simi Valley,39.0,Mainstream,89.0,Highly Competitive,11.39,516.0,74.75,37.97,49.37,Mainstream Rep
23684,0006913,Ventura,Camarillo,39.0,Mainstream,97.0,Highly Competitive,2.85,555.0,63.97,44.73,41.88,Moderate Dem-Leaning
23515,0084106,Ventura,Simi Valley,39.0,Mainstream,96.0,Highly Competitive,4.07,509.0,62.03,39.84,43.9,Competitive/Swing
24502,0095005,Ventura,Unincorporated,39.0,Mainstream,93.0,Highly Competitive,6.84,398.0,75.0,37.18,44.02,Moderate Rep-Leaning
24457,0039009,Ventura,Moorpark,39.0,Mainstream,98.0,Highly Competitive,2.25,550.0,64.93,43.41,41.16,Moderate Dem-Leaning
23520,0084108,Ventura,Simi Valley,39.0,Mainstream,98.0,Highly Competitive,2.47,488.0,67.59,39.51,41.98,Competitive/Swing
23718,0084082,Ventura,Simi Valley,39.0,Mainstream,82.0,Highly Competitive,17.93,701.0,73.21,31.31,49.24,Mainstream Rep
23727,0006923,Ventura,Camarillo,39.0,Mainstream,97.0,Highly Competitive,2.7,138.0,70.54,43.24,45.95,Competitive/Swing
24360,0084010,Ventura,Simi Valley,39.0,Mainstream,88.0,Highly Competitive,12.35,706.0,66.18,36.11,48.46,Mainstream Rep
24462,0039003,Ventura,Moorpark,39.0,Mainstream,98.0,Highly Competitive,1.62,534.0,61.84,40.89,39.27,Moderate Dem-Leaning
23773,0092010,Ventura,Thousand Oaks,39.0,Mainstream,100.0,Highly Competitive,0.0,477.0,63.44,40.08,40.08,Competitive/Swing
23707,0084089,Ventura,Simi Valley,39.0,Mainstream,97.0,Highly Competitive,2.92,660.0,60.78,42.4,39.47,Moderate Dem-Leaning
23949,0024000,Ventura,Unincorporated,39.0,Mainstream,94.0,Highly Competitive,6.2,648.0,66.34,44.19,37.98,Moderate Dem-Leaning
24052,0014200,Ventura,Unincorporated,39.0,Mainstream,56.0,Competitive,44.0,137.0,74.05,20.0,64.0,MAGA Rep
24012,0092071,Ventura,Thousand Oaks,39.0,Mainstream,97.0,Highly Competitive,3.52,690.0,67.49,41.46,44.99,Competitive/Swing
23918,0092034,Ventura,Thousand Oaks,39.0,Mainstream,93.0,Highly Competitive,7.26,452.0,64.58,35.89,43.15,Moderate Rep-Leaning
24324,0084036,Ventura,Simi Valley,39.0,Mainstream,78.0,Highly Competitive,22.54,498.0,70.44,28.32,50.87,Mainstream Rep
23867,0092056,Ventura,Thousand Oaks,39.0,Mainstream,98.0,Highly Competitive,1.81,480.0,64.4,39.35,41.16,Competitive/Swing
23860,0084097,Ventura,Simi Valley,39.0,Mainstream,83.0,Highly Competitive,17.04,729.0,68.35,31.83,48.87,Mainstream Rep
23841,0092006,Ventura,Thousand Oaks,39.0,Mainstream,98.0,Highly Competitive,2.4,398.0,67.84,43.27,40.87,Moderate Dem-Leaning
24027,0092085,Ventura,Thousand Oaks,39.0,Mainstream,98.0,Highly Competitive,1.59,736.0,75.6,40.77,42.37,Competitive/Swing
24010,0092070,Ventura,Thousand Oaks,39.0,Mainstream,99.0,Highly Competitive,1.38,661.0,62.29,40.61,41.99,Competitive/Swing
24000,0092090,Ventura,Thousand Oaks,39.0,Mainstream,91.0,Highly Competitive,9.0,615.0,64.3,45.0,36.0,Moderate Dem-Leaning
23976,0039036,Ventura,Moorpark,39.0,Mainstream,61.0,Competitive,38.89,49.0,53.33,22.22,61.11,MAGA Rep
24729,0007028,Ventura,Camarillo,39.0,Mainstream,91.0,Highly Competitive,9.27,363.0,69.91,44.88,35.61,Moderate Dem-Leaning
24721,0007030,Ventura,Camarillo,40.0,Mainstream,93.0,Highly Competitive,7.14,583.0,73.87,35.12,42.26,Moderate Rep-Leaning
23430,0007072,Ventura,Camarillo,40.0,Mainstream,80.0,Highly Competitive,20.0,7.0,,40.0,20.0,Progressive Dem
23967,0092044,Ventura,Thousand Oaks,40.0,Mainstream,99.0,Highly Competitive,0.83,612.0,73.58,40.06,39.23,Moderate Dem-Leaning
23938,0024001,Ventura,Unincorporated,40.0,Mainstream,90.0,Highly Competitive,10.43,386.0,64.02,45.5,35.07,Mainstream Dem
23881,0084092,Ventura,Simi Valley,40.0,Mainstream,90.0,Highly Competitive,9.69,493.0,58.09,37.44,47.14,Moderate Rep-Leaning
23831,0092009,Ventura,Thousand Oaks,40.0,Mainstream,98.0,Highly Competitive,1.69,802.0,72.25,38.74,40.44,Competitive/Swing
23906,0092065,Ventura,Thousand Oaks,40.0,Mainstream,94.0,Highly Competitive,5.7,523.0,70.91,44.3,38.59,Moderate Dem-Leaning
23696,0084083,Ventura,Simi Valley,40.0,Mainstream,75.0,Highly Competitive,25.53,628.0,71.52,27.66,53.19,MAGA Rep
24338,0084032,Ventura,Simi Valley,40.0,Mainstream,84.0,Highly Competitive,16.67,354.0,61.63,30.73,47.4,Mainstream Rep
23646,0084075,Ventura,Simi Valley,40.0,Mainstream,83.0,Highly Competitive,17.65,565.0,71.9,34.41,52.06,Mainstream Rep
23715,0084080,Ventura,Simi Valley,40.0,Mainstream,88.0,Highly Competitive,12.57,798.0,68.32,34.92,47.49,Mainstream Rep
24345,0084040,Ventura,Simi Valley,40.0,Mainstream,83.0,Highly Competitive,17.09,495.0,62.72,34.62,51.71,Mainstream Rep
23767,0092016,Ventura,Thousand Oaks,40.0,Mainstream,99.0,Highly Competitive,1.16,576.0,68.58,38.84,40.0,Competitive/Swing
23730,0006922,Ventura,Camarillo,40.0,Mainstream,97.0,Highly Competitive,2.7,531.0,61.61,39.0,41.7,Competitive/Swing
23779,0084061,Ventura,Simi Valley,40.0,Mainstream,85.0,Highly Competitive,15.38,401.0,66.93,31.73,47.12,Mainstream Rep
23781,0084064,Ventura,Simi Valley,40.0,Mainstream,92.0,Highly Competitive,8.11,785.0,69.04,37.42,45.53,Moderate Rep-Leaning
20070,7770011A,Los Angeles,Westlake Village,40.0,Mainstream,100.0,Highly Competitive,0.21,1400.0,,41.0,41.21,Competitive/Swing
24540,0092113,Ventura,Thousand Oaks,40.0,Mainstream,92.0,Highly Competitive,7.67,483.0,70.91,44.6,36.93,Moderate Dem-Leaning
24577,0092123,Ventura,Thousand Oaks,40.0,Mainstream,97.0,Highly Competitive,3.23,511.0,67.36,42.65,39.43,Moderate Dem-Leaning
23474,0007051,Ventura,Camarillo,40.0,Mainstream,100.0,Highly Competitive,0.0,599.0,69.24,42.31,42.31,Competitive/Swing
24472,0039017,Ventura,Moorpark,40.0,Mainstream,92.0,Highly Competitive,7.83,627.0,71.26,37.68,45.51,Moderate Rep-Leaning
23908,0039028,Ventura,Moorpark,41.0,Mainstream,77.0,Highly Competitive,23.39,250.0,66.81,33.06,56.45,Mainstream Rep
23870,0092057,Ventura,Thousand Oaks,41.0,Mainstream,94.0,Highly Competitive,5.82,597.0,69.01,39.34,45.15,Moderate Rep-Leaning
23923,0092036,Ventura,Thousand Oaks,41.0,Mainstream,94.0,Highly Competitive,5.88,50.0,72.34,35.29,29.41,Moderate Dem-Leaning
23964,0092045,Ventura,Thousand Oaks,41.0,Mainstream,99.0,Highly Competitive,1.16,576.0,69.16,41.33,42.49,Competitive/Swing
23935,0092030,Ventura,Thousand Oaks,41.0,Mainstream,93.0,Highly Competitive,7.55,413.0,69.31,42.81,35.25,Moderate Dem-Leaning
23832,0092008,Ventura,Thousand Oaks,41.0,Mainstream,96.0,Highly Competitive,3.54,784.0,69.24,38.13,41.67,Competitive/Swing
23792,0084067,Ventura,Simi Valley,41.0,Mainstream,94.0,Highly Competitive,6.49,697.0,65.52,37.4,43.9,Moderate Rep-Leaning
24341,0084034,Ventura,Simi Valley,41.0,Mainstream,88.0,Highly Competitive,11.8,541.0,66.48,37.05,48.85,Mainstream Rep
24352,0084045,Ventura,Simi Valley,41.0,Mainstream,93.0,Highly Competitive,6.9,636.0,58.21,42.95,36.05,Moderate Dem-Leaning
23650,0084076,Ventura,Simi Valley,41.0,Mainstream,93.0,Highly Competitive,6.62,607.0,71.94,36.42,43.05,Moderate Rep-Leaning
24731,0007021,Ventura,Camarillo,41.0,Mainstream,85.0,Highly Competitive,15.11,531.0,70.96,50.13,35.01,Progressive Dem
23651,0084079,Ventura,Simi Valley,41.0,Mainstream,89.0,Highly Competitive,11.05,388.0,64.31,34.3,45.35,Mainstream Rep
23681,0006911,Ventura,Camarillo,41.0,Mainstream,92.0,Highly Competitive,7.96,581.0,65.63,47.74,39.78,Moderate Dem-Leaning
24313,0006904,Ventura,Camarillo,41.0,Mainstream,99.0,Highly Competitive,1.33,820.0,71.58,40.04,41.37,Competitive/Swing
23921,0092033,Ventura,Thousand Oaks,41.0,Mainstream,93.0,Highly Competitive,6.72,487.0,69.85,37.94,44.66,Moderate Rep-Leaning
23487,0007049,Ventura,Camarillo,41.0,Mainstream,93.0,Highly Competitive,7.1,392.0,55.53,43.23,36.13,Moderate Dem-Leaning
23454,0084111,Ventura,Simi Valley,41.0,Mainstream,75.0,Highly Competitive,25.0,402.0,67.81,28.64,53.64,MAGA Rep
24515,0095000,Ventura,Unincorporated,41.0,Mainstream,88.0,Highly Competitive,11.92,702.0,67.61,44.3,32.38,Mainstream Dem
23613,0086001,Ventura,Unincorporated,41.0,Mainstream,93.0,Highly Competitive,6.67,38.0,55.56,40.0,46.67,Moderate Rep-Leaning
23631,0092101,Ventura,Thousand Oaks,41.0,Mainstream,96.0,Highly Competitive,3.96,554.0,81.84,37.95,41.91,Competitive/Swing
24400,0084024,Ventura,Simi Valley,41.0,Mainstream,77.0,Highly Competitive,23.21,573.0,70.86,31.4,54.61,Mainstream Rep
24543,0092112,Ventura,Thousand Oaks,41.0,Mainstream,98.0,Highly Competitive,1.94,441.0,68.5,43.69,41.75,Moderate Dem-Leaning
24756,0007033,Ventura,Camarillo,41.0,Mainstream,92.0,Highly Competitive,7.67,558.0,60.94,44.6,36.93,Moderate Dem-Leaning
23925,0092035,Ventura,Thousand Oaks,41.0,Mainstream,98.0,Highly Competitive,1.8,560.0,68.66,41.14,42.94,Competitive/Swing
23994,0092095,Ventura,Thousand Oaks,41.0,Mainstream,84.0,Highly Competitive,16.39,657.0,71.68,32.78,49.17,Mainstream Rep
24738,0007024,Ventura,Camarillo,41.0,Mainstream,100.0,Highly Competitive,0.0,438.0,69.29,38.98,38.98,Competitive/Swing
24017,0092089,Ventura,Thousand Oaks,42.0,Mainstream,96.0,Highly Competitive,3.75,838.0,69.16,38.66,42.41,Competitive/Swing
23975,0092048,Ventura,Thousand Oaks,42.0,Mainstream,97.0,Highly Competitive,2.82,904.0,67.94,38.31,41.13,Competitive/Swing
24025,0092083,Ventura,Thousand Oaks,42.0,Mainstream,86.0,Highly Competitive,13.78,414.0,83.17,33.33,47.11,Mainstream Rep
24634,0081002,Ventura,Unincorporated,42.0,Mainstream,81.0,Highly Competitive,18.75,55.0,75.44,25.0,43.75,Mainstream Rep
23932,0092039,Ventura,Thousand Oaks,42.0,Mainstream,99.0,Highly Competitive,0.95,748.0,71.09,40.64,41.59,Competitive/Swing
23804,0092020,Ventura,Thousand Oaks,42.0,Mainstream,88.0,Highly Competitive,12.05,828.0,69.43,34.67,46.72,Mainstream Rep
23872,0092059,Ventura,Thousand Oaks,42.0,Mainstream,99.0,Highly Competitive,1.08,794.0,66.89,41.9,42.98,Competitive/Swing
24051,0014201,Ventura,Unincorporated,42.0,Mainstream,75.0,Highly Competitive,25.0,11.0,66.67,25.0,50.0,MAGA Rep
23785,0084066,Ventura,Simi Valley,42.0,Mainstream,89.0,Highly Competitive,10.71,733.0,72.09,36.5,47.2,Mainstream Rep
24316,0006909,Ventura,Camarillo,42.0,Mainstream,95.0,Highly Competitive,4.69,586.0,71.32,46.06,41.36,Moderate Dem-Leaning
24266,0084008,Ventura,Simi Valley,42.0,Mainstream,85.0,Highly Competitive,15.16,583.0,68.41,32.13,47.29,Mainstream Rep
23648,0084074,Ventura,Simi Valley,42.0,Mainstream,91.0,Highly Competitive,8.81,579.0,66.85,37.99,46.81,Moderate Rep-Leaning
24355,0084017,Ventura,Simi Valley,42.0,Mainstream,96.0,Highly Competitive,4.15,377.0,66.67,44.04,39.9,Moderate Dem-Leaning
23777,0084062,Ventura,Simi Valley,42.0,Mainstream,94.0,Highly Competitive,6.27,674.0,58.79,44.2,37.93,Moderate Dem-Leaning
24312,0006905,Ventura,Camarillo,42.0,Mainstream,84.0,Highly Competitive,15.7,644.0,72.82,33.42,49.11,Mainstream Rep
23749,0084050,Ventura,Simi Valley,42.0,Mainstream,92.0,Highly Competitive,8.51,613.0,65.42,37.99,46.5,Moderate Rep-Leaning
24276,0084000,Ventura,Simi Valley,42.0,Mainstream,50.0,Competitive,50.0,7.0,,0.0,50.0,MAGA Rep
23470,0007078,Ventura,Camarillo,42.0,Mainstream,78.0,Highly Competitive,22.3,733.0,71.1,31.26,53.56,Mainstream Rep
24489,0039011,Ventura,Moorpark,42.0,Mainstream,92.0,Highly Competitive,7.6,1008.0,73.94,37.85,45.45,Moderate Rep-Leaning
24504,0095008,Ventura,Unincorporated,42.0,Mainstream,96.0,Highly Competitive,4.13,502.0,65.81,38.43,42.56,Competitive/Swing
24450,0090004,Ventura,Unincorporated,43.0,Mainstream,89.0,Highly Competitive,11.01,230.0,71.56,37.61,48.62,Mainstream Rep
23720,0084081,Ventura,Simi Valley,43.0,Mainstream,88.0,Highly Competitive,11.94,639.0,68.63,34.33,46.27,Mainstream Rep
23770,0092018,Ventura,Thousand Oaks,43.0,Mainstream,98.0,Highly Competitive,2.34,740.0,62.04,44.04,41.7,Moderate Dem-Leaning
23801,0084060,Ventura,Simi Valley,43.0,Mainstream,90.0,Highly Competitive,10.36,562.0,65.15,36.13,46.5,Mainstream Rep
24016,0092075,Ventura,Thousand Oaks,43.0,Mainstream,93.0,Highly Competitive,7.21,607.0,72.09,37.05,44.26,Moderate Rep-Leaning
23995,0092098,Ventura,Thousand Oaks,43.0,Mainstream,97.0,Highly Competitive,3.13,542.0,72.02,42.95,39.81,Moderate Dem-Leaning
23946,0039038,Ventura,Moorpark,43.0,Mainstream,94.0,Highly Competitive,6.16,719.0,66.96,35.71,41.87,Moderate Rep-Leaning
24673,0005301,Ventura,Unincorporated,43.0,Mainstream,80.0,Highly Competitive,20.0,17.0,47.06,30.0,50.0,Mainstream Rep
23529,0084100,Ventura,Simi Valley,43.0,Mainstream,77.0,Highly Competitive,23.67,316.0,63.49,30.77,54.44,Mainstream Rep
23484,0007046,Ventura,Camarillo,43.0,Mainstream,97.0,Highly Competitive,3.27,445.0,71.36,37.14,40.41,Competitive/Swing
23636,0092106,Ventura,Thousand Oaks,43.0,Mainstream,99.0,Highly Competitive,0.85,626.0,67.62,39.94,40.79,Competitive/Swing
24458,0039000,Ventura,Moorpark,43.0,Mainstream,65.0,Competitive,35.84,569.0,75.05,23.55,59.39,MAGA Rep
24557,0095012,Ventura,Unincorporated,44.0,Mainstream,83.0,Highly Competitive,16.67,12.0,66.67,33.33,50.0,Mainstream Rep
24343,0084047,Ventura,Simi Valley,44.0,Mainstream,92.0,Highly Competitive,8.01,615.0,67.8,39.47,47.48,Moderate Rep-Leaning
24350,0084046,Ventura,Simi Valley,44.0,Mainstream,83.0,Highly Competitive,17.0,671.0,70.58,31.28,48.28,Mainstream Rep
23659,0006916,Ventura,Camarillo,44.0,Mainstream,87.0,Highly Competitive,13.27,188.0,67.05,37.76,51.02,Mainstream Rep
24280,0084001,Ventura,Simi Valley,44.0,Mainstream,98.0,Highly Competitive,2.38,901.0,62.87,38.69,41.07,Competitive/Swing
23747,0084051,Ventura,Simi Valley,44.0,Mainstream,83.0,Highly Competitive,17.23,671.0,70.24,34.75,51.98,Mainstream Rep
23760,0092012,Ventura,Thousand Oaks,44.0,Mainstream,95.0,Highly Competitive,4.77,680.0,76.42,39.45,44.22,Competitive/Swing
23755,0084055,Ventura,Simi Valley,44.0,Mainstream,89.0,Highly Competitive,11.05,646.0,68.17,37.85,48.9,Mainstream Rep
23751,0084053,Ventura,Simi Valley,44.0,Mainstream,87.0,Highly Competitive,12.94,554.0,65.09,36.71,49.65,Mainstream Rep
24008,0092077,Ventura,Thousand Oaks,44.0,Mainstream,98.0,Highly Competitive,2.17,82.0,58.67,41.3,43.48,Competitive/Swing
23989,0092092,Ventura,Thousand Oaks,44.0,Mainstream,95.0,Highly Competitive,4.76,630.0,73.22,37.2,41.96,Competitive/Swing
24030,0092086,Ventura,Thousand Oaks,44.0,Mainstream,98.0,Highly Competitive,2.29,395.0,53.23,41.22,43.51,Competitive/Swing
23889,0092054,Ventura,Thousand Oaks,44.0,Mainstream,97.0,Highly Competitive,2.92,640.0,76.29,40.15,43.07,Competitive/Swing
23854,0084095,Ventura,Simi Valley,44.0,Mainstream,84.0,Highly Competitive,16.35,445.0,71.19,31.94,48.29,Mainstream Rep
23857,0084094,Ventura,Simi Valley,44.0,Mainstream,85.0,Highly Competitive,14.98,540.0,73.36,31.8,46.79,Mainstream Rep
23898,0092069,Ventura,Thousand Oaks,44.0,Mainstream,93.0,Highly Competitive,7.24,684.0,71.39,37.15,44.39,Moderate Rep-Leaning
24583,0092128,Ventura,Thousand Oaks,44.0,Mainstream,94.0,Highly Competitive,6.06,61.0,78.57,42.42,36.36,Moderate Dem-Leaning
23838,0092005,Ventura,Thousand Oaks,45.0,Mainstream,82.0,Highly Competitive,18.6,488.0,73.28,29.24,47.84,Mainstream Rep
24357,0084019,Ventura,Simi Valley,45.0,Mainstream,85.0,Highly Competitive,15.48,327.0,68.49,32.74,48.21,Mainstream Rep
24742,0007040,Ventura,Camarillo,45.0,Mainstream,86.0,Highly Competitive,14.0,616.0,70.07,36.57,50.56,Moderate Rep-Leaning
23882,0092050,Ventura,Thousand Oaks,45.0,Mainstream,92.0,Highly Competitive,8.25,766.0,76.92,36.35,44.6,Moderate Rep-Leaning
23916,0039020,Ventura,Moorpark,45.0,Mainstream,92.0,Highly Competitive,8.09,702.0,70.51,38.97,47.06,Moderate Rep-Leaning
20650,0070002A,Los Angeles,Unincorporated,45.0,Mainstream,100.0,Highly Competitive,0.0,75.0,78.79,37.84,37.84,Competitive/Swing
23795,0092024,Ventura,Thousand Oaks,45.0,Mainstream,98.0,Highly Competitive,2.22,546.0,74.42,39.24,41.46,Competitive/Swing
23757,0084054,Ventura,Simi Valley,45.0,Mainstream,75.0,Highly Competitive,25.52,748.0,74.65,29.64,55.15,MAGA Rep
24476,0039018,Ventura,Moorpark,45.0,Mainstream,90.0,Highly Competitive,9.8,733.0,70.81,34.87,44.67,Moderate Rep-Leaning
24547,0092114,Ventura,Thousand Oaks,45.0,Mainstream,86.0,Highly Competitive,13.97,721.0,71.12,33.52,47.49,Moderate Rep-Leaning
24425,0090008,Ventura,Simi Valley,45.0,Mainstream,79.0,Highly Competitive,20.83,45.0,70.0,58.33,37.5,Progressive Dem
23793,0092022,Ventura,Thousand Oaks,45.0,Mainstream,82.0,Highly Competitive,18.53,708.0,71.94,33.97,52.49,Mainstream Rep
23680,0006912,Ventura,Camarillo,45.0,Mainstream,95.0,Highly Competitive,4.6,654.0,64.82,41.14,45.73,Competitive/Swing
23762,0084056,Ventura,Simi Valley,45.0,Mainstream,82.0,Highly Competitive,18.47,659.0,71.23,32.98,51.45,Mainstream Rep
23507,0084102,Ventura,Simi Valley,46.0,Mainstream,86.0,Highly Competitive,13.89,490.0,70.37,34.92,48.81,Moderate Rep-Leaning
24531,0092118,Ventura,Thousand Oaks,46.0,Mainstream,88.0,Highly Competitive,12.55,447.0,79.14,36.36,48.92,Moderate Rep-Leaning
23766,0092013,Ventura,Thousand Oaks,46.0,Mainstream,97.0,Highly Competitive,3.36,516.0,76.91,40.3,43.66,Competitive/Swing
24029,0092087,Ventura,Thousand Oaks,46.0,Mainstream,84.0,Highly Competitive,16.41,454.0,74.88,30.92,47.33,Mainstream Rep
24492,0039012,Ventura,Moorpark,46.0,Mainstream,81.0,Highly Competitive,19.42,682.0,69.48,32.04,51.46,Mainstream Rep
23513,0084107,Ventura,Simi Valley,46.0,Mainstream,84.0,Highly Competitive,16.1,640.0,73.14,35.03,51.13,Mainstream Rep
24506,0095007,Ventura,Unincorporated,46.0,Mainstream,84.0,Highly Competitive,16.18,507.0,68.66,33.82,50.0,Mainstream Rep
23598,0006930,Ventura,Camarillo,46.0,Mainstream,88.0,Highly Competitive,12.03,476.0,73.09,35.44,47.47,Moderate Rep-Leaning
23863,0084096,Ventura,Simi Valley,46.0,Mainstream,80.0,Highly Competitive,20.29,728.0,72.77,31.64,51.93,Mainstream Rep
23970,0039035,Ventura,Moorpark,46.0,Mainstream,84.0,Highly Competitive,15.69,609.0,75.97,32.92,48.62,Mainstream Rep
24521,0095001,Ventura,Unincorporated,47.0,Mainstream,91.0,Highly Competitive,9.13,439.0,77.29,37.3,46.43,Moderate Rep-Leaning
24501,0074004,Ventura,Unincorporated,47.0,Mainstream,100.0,Highly Competitive,0.0,2.0,,0.0,0.0,Competitive/Swing
24749,0014106,Ventura,Unincorporated,47.0,Mainstream,1.0,Not Competitive,100.0,2.0,,0.0,100.0,MAGA Rep
24356,0084016,Ventura,Simi Valley,47.0,Mainstream,82.0,Highly Competitive,18.62,626.0,66.72,32.76,51.38,Mainstream Rep
23668,0006917,Ventura,Camarillo,47.0,Mainstream,34.0,Competitive,66.67,3.0,,0.0,66.67,MAGA Rep
23876,0084090,Ventura,Simi Valley,47.0,Mainstream,1.0,Not Competitive,100.0,9.0,,0.0,100.0,MAGA Rep
24517,0074001,Ventura,Unincorporated,47.0,Mainstream,75.0,Highly Competitive,25.64,630.0,79.97,28.72,54.36,MAGA Rep
24552,0095011,Ventura,Unincorporated,47.0,Mainstream,100.0,Highly Competitive,0.0,5.0,,0.0,0.0,Competitive/Swing
