precinct_id,srprec,county,city,classification_score,classification_category,total_voters,prop_33_no_pct
23766,0092013,Ventura,Thousand Oaks,46.0,Mainstream,516.0,76.91
24029,0092087,Ventura,Thousand Oaks,46.0,Mainstream,454.0,74.88
24492,0039012,Ventura,Moorpark,46.0,Mainstream,682.0,69.48
23513,0084107,Ventura,Simi Valley,46.0,Mainstream,640.0,73.14
24506,0095007,Ventura,Unincorporated,46.0,Mainstream,507.0,68.66
23598,0006930,Ventura,Camarillo,46.0,Mainstream,476.0,73.09
23863,0084096,Ventura,Simi Valley,46.0,Mainstream,728.0,72.77
23970,0039035,Ventura,Moorpark,46.0,Mainstream,609.0,75.97
24521,0095001,Ventura,Unincorporated,47.0,Mainstream,439.0,77.29
24501,0074004,Ventura,Unincorporated,47.0,Mainstream,2.0,
24749,0014106,Ventura,Unincorporated,47.0,Mainstream,2.0,
24356,0084016,Ventura,Simi Valley,47.0,Mainstream,626.0,66.72
23668,0006917,Ventura,Camarillo,47.0,Mainstream,3.0,
23876,0084090,Ventura,Simi Valley,47.0,Mainstream,9.0,
24517,0074001,Ventura,Unincorporated,47.0,Mainstream,630.0,79.97
24552,0095011,Ventura,Unincorporated,47.0,Mainstream,5.0,
24493,0039015,Ventura,Moorpark,47.0,Mainstream,517.0,70.14
23926,0039023,Ventura,Moorpark,48.0,Mainstream,554.0,71.48
23731,0084058,Ventura,Simi Valley,48.0,Mainstream,753.0,73.4
24390,0084020,Ventura,Simi Valley,48.0,Mainstream,477.0,75.7
23698,0084086,Ventura,Simi Valley,48.0,Mainstream,597.0,66.43
23630,0092102,Ventura,Thousand Oaks,48.0,Mainstream,639.0,82.19
24336,0084033,Ventura,Simi Valley,48.0,Mainstream,630.0,68.56
23485,0085000,Ventura,Unincorporated,49.0,Mainstream,349.0,78.53
24383,0084029,Ventura,Simi Valley,49.0,Mainstream,674.0,63.73
24330,0084038,Ventura,Simi Valley,49.0,Mainstream,525.0,71.75
23452,0084112,Ventura,Simi Valley,49.0,Mainstream,402.0,82.89
23965,0039033,Ventura,Moorpark,49.0,Mainstream,508.0,66.87
24554,0095010,Ventura,Unincorporated,50.0,Mainstream,15.0,93.33
23518,0084109,Ventura,Simi Valley,50.0,Mainstream,548.0,76.25
24340,0084035,Ventura,Simi Valley,50.0,Mainstream,408.0,69.79
24349,0084043,Ventura,Simi Valley,50.0,Mainstream,570.0,71.27
23899,0092068,Ventura,Thousand Oaks,50.0,Mainstream,699.0,74.06
23753,0084052,Ventura,Simi Valley,50.0,Mainstream,518.0,70.46
24359,0084011,Ventura,Simi Valley,50.0,Mainstream,793.0,74.84
24358,0084018,Ventura,Simi Valley,51.0,Mainstream,621.0,71.96
24522,0074003,Ventura,Unincorporated,51.0,Mainstream,9.0,
23694,0084084,Ventura,Simi Valley,51.0,Mainstream,578.0,78.83
23642,0084073,Ventura,Simi Valley,51.0,Mainstream,640.0,74.1
24632,0081000,Ventura,Unincorporated,52.0,Mainstream,720.0,83.7
23604,0006934,Ventura,Camarillo,52.0,Mainstream,272.0,84.74
24523,0074002,Ventura,Unincorporated,53.0,Mainstream,601.0,80.34
24327,0084039,Ventura,Simi Valley,53.0,Mainstream,443.0,70.81
24498,0074005,Ventura,Unincorporated,54.0,Mainstream,549.0,77.82
23649,0084077,Ventura,Simi Valley,55.0,Mainstream,435.0,69.71
24134,0014219,Ventura,Unincorporated,55.0,Mainstream,10.0,80.0
23959,0039031,Ventura,Moorpark,55.0,Mainstream,52.0,84.44
23705,0084087,Ventura,Simi Valley,56.0,Mainstream,195.0,81.62
24519,0095002,Ventura,Thousand Oaks,57.0,Mainstream,7.0,
24631,0081001,Ventura,Unincorporated,57.0,Mainstream,440.0,82.28
24344,0084049,Ventura,Simi Valley,57.0,Mainstream,588.0,81.56
23601,0006932,Ventura,Camarillo,57.0,Mainstream,5.0,
24438,0090001,Ventura,Unincorporated,57.0,Mainstream,7.0,
24684,0005307,Ventura,Unincorporated,58.0,Mainstream,16.0,61.54
23878,0084093,Ventura,Simi Valley,59.0,Mainstream,721.0,79.25
24643,0081013,Ventura,Unincorporated,62.0,Mainstream,25.0,84.62
24417,0090007,Ventura,Unincorporated,62.0,Mainstream,111.0,83.96
24274,0047000,Ventura,Unincorporated,64.0,Mainstream,86.0,77.38
23478,0007044,Ventura,Camarillo,64.0,Mainstream,21.0,57.14
24401,0084023,Ventura,Simi Valley,65.0,Mainstream,380.0,77.32
24671,0005302,Ventura,Unincorporated,67.0,Moderate,3.0,
24581,0092125,Ventura,Thousand Oaks,67.0,Moderate,9.0,
23616,0092108,Ventura,Thousand Oaks,68.0,Moderate,86.0,88.89
24342,0084048,Ventura,Simi Valley,69.0,Moderate,542.0,80.66
23489,0085003,Ventura,Simi Valley,70.0,Moderate,21.0,90.48
24520,0074000,Ventura,Unincorporated,73.0,Moderate,365.0,87.11
23542,0086011,Ventura,Unincorporated,77.0,Moderate,8.0,
24058,0014206,Ventura,Unincorporated,87.0,Moderate,9.0,77.78
23493,0085002,Ventura,Unincorporated,93.0,Moderate,11.0,81.82
24637,0081007,Ventura,Unincorporated,97.0,Moderate,7.0,
24402,0074200,Ventura,Unincorporated,97.0,Moderate,70.0,84.38
24086,0005003,Ventura,Unincorporated,100.0,Moderate,12.0,100.0
19533,0070027A,Los Angeles,Unincorporated,,Unknown,1.0,
23421,0007012,Ventura,Camarillo,,Unknown,0.0,
23434,0007073,Ventura,Camarillo,,Unknown,1.0,
23468,0007076,Ventura,Camarillo,,Unknown,0.0,
23471,0007077,Ventura,Camarillo,,Unknown,0.0,
23482,0085001,Ventura,Unincorporated,,Unknown,0.0,
23491,0007048,Ventura,Camarillo,,Unknown,10.0,63.64
23496,0007061,Ventura,Camarillo,,Unknown,0.0,
23512,0007056,Ventura,Camarillo,,Unknown,2.0,
23514,0007055,Ventura,Camarillo,,Unknown,0.0,
23519,0007057,Ventura,Camarillo,,Unknown,0.0,
23584,0006938,Ventura,Camarillo,,Unknown,0.0,
23585,0006937,Ventura,Camarillo,,Unknown,0.0,
23596,0086008,Ventura,Unincorporated,,Unknown,0.0,
23603,0006931,Ventura,Camarillo,,Unknown,0.0,
23605,0006933,Ventura,Camarillo,,Unknown,0.0,
23606,0006936,Ventura,Camarillo,,Unknown,0.0,
23625,0092109,Ventura,Thousand Oaks,,Unknown,0.0,
23661,0003007,Ventura,Unincorporated,,Unknown,1.0,
23712,0006927,Ventura,Camarillo,,Unknown,0.0,
23719,0006928,Ventura,Camarillo,,Unknown,0.0,
23721,0003010,Ventura,Unincorporated,,Unknown,0.0,
23745,0092019,Ventura,Thousand Oaks,,Unknown,0.0,
23759,0084057,Ventura,Simi Valley,,Unknown,0.0,
23797,0092026,Ventura,Thousand Oaks,,Unknown,0.0,
23910,0039029,Ventura,Moorpark,,Unknown,0.0,
23928,0039026,Ventura,Moorpark,,Unknown,0.0,
23930,0039025,Ventura,Moorpark,,Unknown,0.0,
23969,0092047,Ventura,Thousand Oaks,,Unknown,0.0,
23972,0039034,Ventura,Moorpark,,Unknown,0.0,
24055,0014205,Ventura,Unincorporated,,Unknown,0.0,
24056,0014204,Ventura,Unincorporated,,Unknown,0.0,
24065,0005005,Ventura,Unincorporated,,Unknown,0.0,
24066,0005004,Ventura,Unincorporated,,Unknown,4.0,
24069,0005006,Ventura,Unincorporated,,Unknown,0.0,
24072,0005009,Ventura,Unincorporated,,Unknown,0.0,
24074,0005008,Ventura,Unincorporated,,Unknown,9.0,
24084,0005001,Ventura,Unincorporated,,Unknown,1.0,
24088,0005002,Ventura,Unincorporated,,Unknown,2.0,
24092,0044200,Ventura,Unincorporated,,Unknown,0.0,
24111,0014003,Ventura,Unincorporated,,Unknown,0.0,
24112,0014002,Ventura,Unincorporated,,Unknown,2.0,
24113,0014005,Ventura,Unincorporated,,Unknown,0.0,
24114,0014004,Ventura,Unincorporated,,Unknown,2.0,
24123,0014001,Ventura,Unincorporated,,Unknown,0.0,
24125,0014000,Ventura,Unincorporated,,Unknown,0.0,
24135,0014212,Ventura,Unincorporated,,Unknown,0.0,
24136,0014211,Ventura,Unincorporated,,Unknown,0.0,
24137,0014214,Ventura,Unincorporated,,Unknown,0.0,
24139,0014213,Ventura,Moorpark,,Unknown,0.0,
24140,0014216,Ventura,Unincorporated,,Unknown,0.0,
24141,0099002,Ventura,Unincorporated,,Unknown,0.0,
24142,0014215,Ventura,Unincorporated,,Unknown,0.0,
24143,0099001,Ventura,Unincorporated,,Unknown,0.0,
24144,0014218,Ventura,Unincorporated,,Unknown,2.0,
24145,0014217,Ventura,Unincorporated,,Unknown,7.0,
24146,0014210,Ventura,Unincorporated,,Unknown,0.0,
24153,0044007,Ventura,Unincorporated,,Unknown,0.0,
24159,0014225,Ventura,Unincorporated,,Unknown,0.0,
24161,0014224,Ventura,Unincorporated,,Unknown,0.0,
24164,0014226,Ventura,Unincorporated,,Unknown,0.0,
24167,0044002,Ventura,Unincorporated,,Unknown,0.0,
24173,0014221,Ventura,Unincorporated,,Unknown,0.0,
24174,0014220,Ventura,Unincorporated,,Unknown,1.0,
24248,0048100,Ventura,Unincorporated,,Unknown,0.0,
24315,0006906,Ventura,Camarillo,,Unknown,0.0,
24404,0089001,Ventura,Unincorporated,,Unknown,0.0,
24405,0089000,Ventura,Unincorporated,,Unknown,0.0,
24411,0089004,Ventura,Unincorporated,,Unknown,0.0,
24422,0090009,Ventura,Unincorporated,,Unknown,0.0,
24444,0090003,Ventura,Simi Valley,,Unknown,0.0,
24447,0090002,Ventura,Unincorporated,,Unknown,0.0,
24469,0092131,Ventura,Thousand Oaks,,Unknown,3.0,
24471,0092130,Ventura,Thousand Oaks,,Unknown,5.0,
24494,0095004,Ventura,Unincorporated,,Unknown,0.0,
24497,0095003,Ventura,Unincorporated,,Unknown,1.0,
24532,0095015,Ventura,Unincorporated,,Unknown,0.0,
24535,0095014,Ventura,Unincorporated,,Unknown,0.0,
24541,0095016,Ventura,Unincorporated,,Unknown,0.0,
24556,0095013,Ventura,Unincorporated,,Unknown,0.0,
24558,0090010,Ventura,Unincorporated,,Unknown,0.0,
24560,0090012,Ventura,Unincorporated,,Unknown,0.0,
24564,0090011,Ventura,Unincorporated,,Unknown,0.0,
24566,0092129,Ventura,Thousand Oaks,,Unknown,0.0,
24569,0090013,Ventura,Unincorporated,,Unknown,0.0,
24626,0081009,Ventura,Unincorporated,,Unknown,3.0,
24627,0081008,Ventura,Unincorporated,,Unknown,0.0,
24633,0081003,Ventura,Unincorporated,,Unknown,0.0,
24635,0081005,Ventura,Unincorporated,,Unknown,2.0,
24636,0081004,Ventura,Unincorporated,,Unknown,0.0,
24640,0081012,Ventura,Unincorporated,,Unknown,0.0,
24641,0081011,Ventura,Unincorporated,,Unknown,0.0,
24642,0081014,Ventura,Unincorporated,,Unknown,0.0,
24644,0081016,Ventura,Unincorporated,,Unknown,0.0,
24646,0081015,Ventura,Unincorporated,,Unknown,4.0,
24647,0081018,Ventura,Unincorporated,,Unknown,1.0,
24648,0081017,Ventura,Unincorporated,,Unknown,0.0,
24649,0081010,Ventura,Unincorporated,,Unknown,0.0,
24651,0007300,Ventura,Camarillo,,Unknown,0.0,
24659,0062200,Ventura,Unincorporated,,Unknown,1.0,
24660,0058003,Ventura,Unincorporated,,Unknown,0.0,
24664,0058007,Ventura,Unincorporated,,Unknown,0.0,
24665,0058006,Ventura,Unincorporated,,Unknown,0.0,
24666,0058009,Ventura,Unincorporated,,Unknown,0.0,
24669,0005309,Ventura,Unincorporated,,Unknown,0.0,
24677,0005303,Ventura,Unincorporated,,Unknown,0.0,
24679,0005306,Ventura,Unincorporated,,Unknown,0.0,
24681,0005305,Ventura,Unincorporated,,Unknown,3.0,
24683,0005308,Ventura,Unincorporated,,Unknown,0.0,
24692,0005313,Ventura,Unincorporated,,Unknown,2.0,
24693,0005312,Ventura,Unincorporated,,Unknown,0.0,
24701,0005310,Ventura,Unincorporated,,Unknown,4.0,
24704,0062000,Ventura,Unincorporated,,Unknown,3.0,
24709,0048204,Ventura,Unincorporated,,Unknown,0.0,
24711,0048206,Ventura,Unincorporated,,Unknown,0.0,
24717,0005100,Ventura,Unincorporated,,Unknown,3.0,
24718,0058010,Ventura,Unincorporated,,Unknown,0.0,
24744,0007039,Ventura,Camarillo,,Unknown,0.0,
24745,0014102,Ventura,Unincorporated,,Unknown,0.0,
24747,0014104,Ventura,Unincorporated,,Unknown,0.0,
24748,0014103,Ventura,Unincorporated,,Unknown,1.0,
24750,0014105,Ventura,Unincorporated,,Unknown,0.0,
24753,0014107,Ventura,Unincorporated,,Unknown,7.0,
24762,0007038,Ventura,Camarillo,,Unknown,0.0,
24764,0007037,Ventura,Camarillo,,Unknown,0.0,
